Gender,Married,Education,ApplicantIncome,LoanAmount,Credit_History,Loan_To_Income_Ratio,Loan_Status
Female,Yes,Graduate,4856,905,1,186.3673805601318,Y
Male,Yes,Graduate,44729,206,1,4.60551320172595,Y
Female,Yes,Graduate,19768,35,1,1.7705382436260624,Y
Male,No,Graduate,16011,30,1,1.873711823121604,Y
Female,No,Graduate,23386,626,1,26.768151885743606,Y
Male,Yes,Graduate,19808,665,1,33.57229402261712,Y
Male,No,Graduate,43247,317,1,7.329988207274493,Y
Male,Yes,Graduate,46498,326,0,7.011054238891996,N
Female,Yes,Graduate,15520,346,1,22.29381443298969,Y
Female,No,Graduate,43264,683,1,15.786797337278106,Y
Female,Yes,Graduate,39185,67,0,1.709837948194462,Y
Male,Yes,Graduate,46574,929,0,19.946751406364065,N
Male,Yes,Graduate,12664,230,1,18.161718256475048,Y
Male,Yes,Graduate,29059,999,0,34.37833373481538,N
Male,Yes,Graduate,14089,179,1,12.704947121868123,Y
Male,Yes,Not Graduate,41292,773,1,18.72033323646227,Y
Female,Yes,Graduate,763,231,1,302.7522935779817,N
Male,Yes,Graduate,28458,90,0,3.1625553447185326,Y
Male,Yes,Graduate,17290,876,1,50.665124349334874,Y
Female,Yes,Graduate,16472,860,1,52.20981058766392,Y
Male,Yes,Graduate,32422,409,1,12.614891123311331,Y
Female,Yes,Graduate,42648,705,1,16.53066966797974,Y
Female,No,Not Graduate,30655,561,1,18.30044038492905,Y
Male,Yes,Graduate,42732,854,1,19.985022933632873,Y
Female,No,Graduate,13597,321,1,23.608148856365375,Y
Male,No,Not Graduate,26215,528,1,20.141140568376883,Y
Female,No,Not Graduate,22801,490,1,21.490285513793253,Y
Female,Yes,Graduate,1076,360,1,334.5724907063197,N
Female,Yes,Graduate,28062,892,1,31.786757893236405,Y
Female,Yes,Not Graduate,33245,174,0,5.233869754850353,N
Male,Yes,Graduate,29799,158,1,5.302191348702976,Y
Female,Yes,Graduate,36945,581,1,15.72607930707809,Y
Male,Yes,Graduate,28781,660,1,22.931795281609396,Y
Male,Yes,Graduate,3804,202,1,53.10199789695058,Y
Male,Yes,Graduate,6264,396,0,63.2183908045977,N
Male,No,Graduate,30025,947,1,31.54038301415487,Y
Male,Yes,Graduate,14111,254,0,18.000141733399477,N
Female,Yes,Graduate,4442,671,1,151.0580819450698,N
Female,Yes,Not Graduate,21765,742,1,34.09143119687572,Y
Female,No,Graduate,27938,453,1,16.214474908726466,Y
Male,Yes,Not Graduate,16772,938,1,55.926544240400666,Y
Female,No,Not Graduate,36161,739,1,20.436381737230718,Y
Male,Yes,Not Graduate,32366,463,1,14.305135018229006,Y
Male,Yes,Not Graduate,16974,573,0,33.75751148815836,N
Female,Yes,Graduate,37866,695,0,18.354196376696773,Y
Male,No,Not Graduate,32610,596,1,18.276602269242563,Y
Female,Yes,Graduate,32053,879,1,27.423330109506132,Y
Female,Yes,Graduate,27894,363,1,13.01355130135513,Y
Male,Yes,Graduate,1063,306,1,287.8645343367827,N
Male,Yes,Not Graduate,34977,221,1,6.318437830574378,Y
Male,No,Graduate,19114,47,1,2.4589306267657216,Y
Male,Yes,Graduate,47159,52,1,1.1026527280052587,Y
Female,Yes,Graduate,40990,871,0,21.249085142717735,Y
Male,Yes,Graduate,29590,681,0,23.014531936465023,N
Male,No,Graduate,12983,663,1,51.066779634907185,Y
Male,Yes,Graduate,10584,618,0,58.39002267573696,N
Female,Yes,Graduate,17349,850,0,48.99417833880916,N
Male,Yes,Graduate,24090,485,0,20.13283520132835,Y
Female,No,Not Graduate,15155,871,1,57.47278126031013,Y
Female,Yes,Graduate,25989,365,1,14.04440340143907,Y
Male,No,Not Graduate,8685,927,1,106.73575129533678,N
Female,No,Graduate,48896,701,1,14.33655104712042,Y
Male,No,Graduate,5842,264,1,45.19000342348511,Y
Male,Yes,Graduate,46631,568,1,12.180738135575046,Y
Female,Yes,Graduate,45722,537,0,11.74489304929793,Y
Male,Yes,Graduate,26505,146,0,5.508394642520279,Y
Male,No,Graduate,36383,595,1,16.35379160596982,Y
Male,Yes,Graduate,22084,321,1,14.535410251765985,Y
Male,Yes,Graduate,31686,61,1,1.9251404405731238,Y
Male,Yes,Not Graduate,17358,949,1,54.672197257748586,Y
Male,Yes,Graduate,15407,645,1,41.86408775232037,Y
Male,No,Graduate,29122,878,0,30.149028226083374,Y
Female,Yes,Not Graduate,25157,679,0,26.990499662121874,N
Male,No,Graduate,29187,363,0,12.437043889402815,N
Female,Yes,Not Graduate,14689,517,1,35.19640547348356,Y
Male,No,Graduate,18664,678,1,36.326618088298325,Y
Male,No,Graduate,4652,960,1,206.36285468615648,N
Female,Yes,Graduate,3087,261,0,84.54810495626822,N
Male,Yes,Not Graduate,13046,876,1,67.14701824313966,Y
Male,No,Not Graduate,4175,924,1,221.31736526946108,N
Female,Yes,Not Graduate,5636,673,0,119.41092973740241,N
Male,Yes,Graduate,40739,931,0,22.852794619406467,Y
Male,No,Graduate,2424,403,1,166.25412541254124,N
Female,Yes,Graduate,33117,953,1,28.776761180058582,Y
Male,No,Graduate,13991,705,1,50.38953613036952,Y
Female,Yes,Graduate,43641,51,1,1.16862583350519,Y
Male,Yes,Graduate,24507,907,1,37.00983392500102,Y
Male,No,Graduate,15626,489,1,31.293997184180213,Y
Male,No,Graduate,26123,465,1,17.80040577269073,Y
Male,Yes,Graduate,19406,570,1,29.372359064206947,Y
Male,Yes,Not Graduate,28432,157,0,5.521947101857062,Y
Male,Yes,Not Graduate,6169,474,1,76.8357918625385,Y
Female,Yes,Graduate,49851,832,1,16.68973541152635,Y
Male,Yes,Not Graduate,21565,25,0,1.1592858798979828,N
Female,No,Graduate,17737,280,1,15.786209618312004,Y
Male,Yes,Graduate,35655,12,1,0.33655868742111905,Y
Female,Yes,Graduate,18513,421,1,22.740776751471937,Y
Female,No,Graduate,41747,731,1,17.51024025678492,Y
Female,No,Not Graduate,22986,800,1,34.80379361350387,Y
Male,No,Graduate,36118,945,1,26.164239437399633,Y
Female,Yes,Graduate,5818,612,1,105.19078721210037,N
Male,Yes,Graduate,42382,262,1,6.181869661648813,Y
Female,No,Graduate,36918,924,1,25.028441410693972,Y
Female,Yes,Graduate,10979,777,1,70.77147281173148,Y
Male,No,Graduate,7691,578,1,75.15277597191522,Y
Male,Yes,Graduate,16156,698,1,43.20376330774944,Y
Female,No,Not Graduate,48815,925,1,18.949093516337193,Y
Male,Yes,Graduate,13213,715,0,54.11337319306743,N
Male,Yes,Graduate,23078,374,1,16.205910390848427,Y
Male,Yes,Graduate,1986,715,1,360.02014098690836,N
Female,Yes,Graduate,20162,49,1,2.430314452931257,Y
Female,No,Graduate,28780,392,0,13.620569840166782,Y
Male,Yes,Graduate,47679,412,0,8.641120828876444,Y
Female,No,Graduate,26078,175,1,6.710637318812792,Y
Male,No,Not Graduate,41045,32,1,0.7796321110975758,Y
Male,Yes,Graduate,27582,142,1,5.1482851134798056,Y
Male,No,Not Graduate,2518,658,1,261.31850675139,N
Male,No,Not Graduate,16092,804,1,49.96271439224459,Y
Male,Yes,Graduate,28989,988,1,34.08189313187761,Y
Female,Yes,Graduate,47554,352,0,7.402111284013963,N
Male,Yes,Graduate,43026,603,1,14.014781759866127,Y
Male,No,Not Graduate,11803,937,0,79.38659662797593,N
Male,No,Graduate,11395,175,1,15.357612988152699,Y
Male,Yes,Graduate,10458,720,1,68.84681583476764,Y
Male,No,Graduate,46163,757,1,16.398414314494293,Y
Male,No,Graduate,42706,98,1,2.2947595185688194,Y
Male,Yes,Graduate,38856,862,1,22.184476014000413,Y
Male,Yes,Graduate,19940,814,1,40.82246740220662,Y
Male,Yes,Graduate,25466,43,0,1.6885258776407759,N
Male,No,Not Graduate,23484,100,1,4.258218361437574,Y
Female,No,Graduate,13043,58,0,4.446829717089627,N
Female,Yes,Graduate,25498,341,1,13.373597929249353,Y
Female,No,Graduate,2009,514,0,255.84868093578896,N
Female,Yes,Not Graduate,7024,537,0,76.45216400911161,N
Female,Yes,Graduate,44386,274,1,6.173117649709368,Y
Female,Yes,Graduate,37708,912,1,24.185849156677627,Y
Female,No,Graduate,21431,374,1,17.451355513041854,Y
Female,No,Not Graduate,26098,55,0,2.1074411832324316,N
Male,Yes,Graduate,18814,307,1,16.31763580312533,Y
Male,Yes,Graduate,37168,535,0,14.394102453723633,N
Female,Yes,Graduate,39317,414,1,10.52979627133301,Y
Male,No,Not Graduate,38282,281,1,7.340264354004493,Y
Female,No,Graduate,36269,140,1,3.8600457691141195,Y
Male,Yes,Graduate,10622,820,1,77.19826774618716,Y
Male,Yes,Not Graduate,17229,996,1,57.8095072261884,Y
Female,Yes,Not Graduate,23757,336,1,14.143199898977144,Y
Male,No,Graduate,16874,387,1,22.93469242621785,Y
Male,Yes,Not Graduate,37869,621,1,16.398637407906204,Y
Male,Yes,Not Graduate,16802,721,1,42.91155814783954,Y
Male,Yes,Graduate,7342,398,0,54.2086624897848,N
Male,Yes,Graduate,20252,905,1,44.68694449930871,Y
Female,No,Not Graduate,49005,564,1,11.509029690847873,Y
Male,Yes,Graduate,11681,455,1,38.95214450817567,Y
Female,No,Not Graduate,30801,650,0,21.103210934709914,N
Male,Yes,Not Graduate,21932,953,0,43.452489513040305,N
Male,Yes,Not Graduate,4015,796,1,198.2565379825654,N
Male,Yes,Graduate,24649,49,1,1.9879102600511176,Y
Male,Yes,Not Graduate,35257,338,0,9.586748730748504,N
Female,No,Not Graduate,25904,475,1,18.336936380481777,Y
Female,Yes,Graduate,43669,321,1,7.350752249879777,Y
Female,Yes,Graduate,14802,703,1,47.493581948385355,Y
Female,No,Not Graduate,4769,828,0,173.62130425665757,N
Male,No,Graduate,46859,734,0,15.66401331654538,N
Female,Yes,Not Graduate,19220,989,1,51.45681581685744,Y
Female,No,Graduate,29032,279,0,9.610085422981538,N
Male,Yes,Graduate,39704,876,0,22.063268184565786,N
Male,Yes,Graduate,16553,768,1,46.396423609013475,Y
Male,Yes,Graduate,35950,368,1,10.23643949930459,Y
Male,No,Graduate,7203,736,1,102.17964736915174,N
Female,Yes,Not Graduate,14919,113,0,7.574234198002547,N
Female,Yes,Graduate,7663,791,0,103.22328069946496,N
Male,No,Not Graduate,40655,537,0,13.208707416061985,Y
Male,Yes,Graduate,11521,299,1,25.952608280531205,Y
Female,Yes,Graduate,36011,659,1,18.29996389991947,Y
Male,Yes,Graduate,47193,645,1,13.667281164579492,Y
Female,No,Graduate,26624,217,1,8.150540865384615,Y
Female,Yes,Graduate,27231,40,1,1.4689141052476957,Y
Male,No,Graduate,23321,439,0,18.824235667424208,N
Male,No,Not Graduate,16631,573,1,34.45373098430642,Y
Male,Yes,Graduate,24044,877,1,36.47479620695392,Y
Female,Yes,Graduate,30338,928,1,30.58870063946206,Y
Male,No,Graduate,49306,533,0,10.810043402425668,Y
Female,No,Graduate,46919,756,1,16.112875380975723,Y
Female,No,Not Graduate,43176,444,1,10.28349082823791,Y
Male,No,Graduate,44511,748,1,16.804834759946978,Y
Male,No,Graduate,23658,212,0,8.961027982077944,Y
Male,No,Not Graduate,33043,377,1,11.40937566201616,Y
Male,Yes,Graduate,44805,637,1,14.217163263028679,Y
Male,Yes,Graduate,19951,27,1,1.3533156232770287,Y
Male,Yes,Graduate,48107,725,1,15.070571850250483,Y
Female,Yes,Graduate,21081,837,0,39.70399886153408,N
Male,No,Not Graduate,30253,405,1,13.387102105576307,Y
Female,Yes,Graduate,35635,453,1,12.712221130910622,Y
Female,Yes,Graduate,47554,852,1,17.916473903351978,Y
Male,Yes,Graduate,12608,777,1,61.62753807106599,Y
Male,Yes,Graduate,37433,295,1,7.880746934523015,Y
Female,Yes,Not Graduate,26280,330,1,12.557077625570777,Y
Female,Yes,Not Graduate,13793,682,0,49.4453708402813,N
Male,No,Graduate,38942,567,1,14.56011504288429,Y
Female,Yes,Graduate,27835,170,1,6.107418717442069,Y
Male,Yes,Graduate,33218,316,1,9.512914684809441,Y
Male,Yes,Not Graduate,16483,900,1,54.60171085360675,Y
Male,Yes,Graduate,24323,691,1,28.40932450766764,Y
Male,No,Graduate,31059,986,0,31.746031746031747,N
Male,Yes,Graduate,20543,769,1,37.43367570461958,Y
Female,Yes,Not Graduate,10319,942,0,91.28791549568757,N
Male,Yes,Graduate,48101,224,1,4.656867840585435,Y
Male,Yes,Graduate,25817,773,1,29.941511407212303,Y
Female,No,Graduate,36829,30,1,0.8145754704173341,Y
Male,Yes,Graduate,20846,674,1,32.33234193610285,Y
Male,Yes,Graduate,18079,474,1,26.218264284529013,Y
Male,Yes,Graduate,20654,353,0,17.091120364094124,Y
Male,Yes,Graduate,20755,863,1,41.58034208624428,Y
Male,Yes,Not Graduate,27436,855,1,31.16343490304709,Y
Male,Yes,Graduate,27401,32,1,1.167840589759498,Y
Male,No,Not Graduate,25109,613,0,24.413556891951092,N
Male,Yes,Graduate,7171,374,1,52.15451122577046,Y
Male,Yes,Graduate,25055,421,1,16.8030333266813,Y
Male,Yes,Graduate,8870,833,1,93.91206313416009,Y
Male,Yes,Graduate,6743,316,1,46.86341391072223,Y
Female,Yes,Not Graduate,46665,943,1,20.207864566591663,Y
Male,No,Graduate,30445,187,1,6.142223682049598,Y
Male,Yes,Graduate,33144,666,1,20.09413468501086,Y
Female,No,Not Graduate,20388,675,1,33.107710417892875,Y
Male,Yes,Graduate,45494,259,1,5.693058425286851,Y
Female,No,Not Graduate,32077,331,1,10.318920098512953,Y
Female,No,Graduate,38573,836,1,21.67319109221476,Y
Male,Yes,Graduate,18743,764,1,40.76188443685643,Y
Female,No,Not Graduate,48020,335,1,6.976259891711787,Y
Male,Yes,Graduate,41112,538,0,13.086203541545048,Y
Male,Yes,Not Graduate,42770,71,1,1.6600420855740006,Y
Male,No,Not Graduate,9023,216,1,23.93882300786878,Y
Female,Yes,Not Graduate,13912,490,1,35.221391604370325,Y
Female,Yes,Graduate,14638,95,0,6.489957644486951,Y
Male,Yes,Graduate,13910,844,1,60.675772825305536,Y
Male,No,Graduate,42842,720,1,16.805938098128006,Y
Male,No,Not Graduate,2078,944,1,454.2829643888354,N
Female,No,Not Graduate,4266,696,1,163.15049226441633,N
Male,No,Graduate,14058,940,0,66.86584151372884,N
Male,No,Graduate,10393,558,1,53.68998364283652,Y
Male,Yes,Graduate,11977,604,1,50.42999081573015,Y
Female,Yes,Not Graduate,39998,977,1,24.426221311065554,Y
Male,Yes,Graduate,28374,645,0,22.732078663565236,Y
Male,Yes,Graduate,785,40,1,50.955414012738856,Y
Male,No,Graduate,21751,726,0,33.37777573444899,N
Female,No,Graduate,20690,906,1,43.78927017883035,Y
Male,No,Not Graduate,6140,797,1,129.80456026058633,N
Male,No,Graduate,33969,587,1,17.28046159733875,Y
Female,Yes,Graduate,35253,674,0,19.11894023203699,N
Male,Yes,Graduate,36184,990,1,27.36015918638072,Y
Male,Yes,Graduate,36559,99,1,2.7079515304029105,Y
Female,Yes,Graduate,502,670,1,1334.6613545816733,N
Female,Yes,Graduate,47719,290,1,6.077243865127098,Y
Male,Yes,Not Graduate,40803,643,1,15.758645197657035,Y
Female,No,Graduate,45247,611,1,13.503657701063053,Y
Male,Yes,Graduate,1274,161,1,126.37362637362638,N
Female,Yes,Graduate,46726,214,1,4.579891281085477,Y
Male,No,Graduate,40584,625,0,15.400157697614823,Y
Female,Yes,Not Graduate,41942,136,1,3.2425730771064805,Y
Male,Yes,Graduate,5117,272,1,53.15614617940199,Y
Male,Yes,Graduate,37069,836,0,22.55253716043055,Y
Male,Yes,Not Graduate,48015,333,1,6.935332708528585,Y
Male,No,Graduate,34088,493,1,14.462567472424313,Y
Female,Yes,Not Graduate,28742,941,1,32.73954491684643,Y
Male,Yes,Graduate,47308,234,1,4.946309292297286,Y
Female,Yes,Graduate,22425,395,0,17.61426978818283,N
Female,No,Graduate,30165,610,1,20.222111718879496,Y
Female,Yes,Graduate,24078,757,0,31.43948832959548,Y
Male,Yes,Graduate,46675,902,1,19.325120514193895,Y
Male,Yes,Graduate,4266,916,0,214.72105016408813,N
Male,Yes,Graduate,25305,778,1,30.744912072712903,Y
Male,Yes,Graduate,34504,236,1,6.839786691398099,Y
Female,Yes,Graduate,39699,34,1,0.8564447467190609,Y
Male,Yes,Not Graduate,29359,389,1,13.249770087537042,Y
Male,No,Graduate,45491,150,1,3.2973555208722605,Y
Male,Yes,Not Graduate,47128,713,0,15.129010354778476,N
Female,No,Graduate,3683,664,1,180.28780885147978,N
Male,Yes,Graduate,20417,53,1,2.595875985698193,Y
Male,No,Graduate,1661,838,0,504.51535219747143,N
Female,No,Graduate,16806,256,1,15.23265500416518,Y
Female,No,Graduate,27074,437,1,16.14094703405481,Y
Male,No,Graduate,45584,671,1,14.72007722007722,Y
Male,Yes,Not Graduate,42404,435,1,10.258466182435619,Y
Female,Yes,Not Graduate,6811,446,1,65.48230803112612,Y
Male,Yes,Not Graduate,5105,74,1,14.495592556317336,Y
Female,No,Graduate,29668,407,0,13.718484562491573,N
Male,No,Not Graduate,26839,767,0,28.577815864972614,N
Male,No,Graduate,13685,916,1,66.93459992692729,Y
Male,No,Graduate,45022,419,1,9.30656123672871,Y
Male,Yes,Not Graduate,46404,429,1,9.244892681665373,Y
Female,No,Graduate,20429,705,1,34.509765529394485,Y
Female,Yes,Graduate,44569,943,0,21.158204132917497,Y
Male,No,Not Graduate,19505,274,1,14.047680082030249,Y
Male,No,Graduate,36972,445,1,12.036135453856973,Y
Male,Yes,Graduate,24059,798,0,33.16846086703521,N
Female,Yes,Graduate,6567,613,1,93.34551545606821,Y
Female,No,Graduate,46432,119,0,2.5628876636802205,N
Female,No,Graduate,22977,631,1,27.4622448535492,Y
Male,Yes,Graduate,36857,194,1,5.263586292970127,Y
Female,No,Not Graduate,18675,515,1,27.57697456492637,Y
Male,No,Graduate,1434,533,1,371.68758716875874,N
Male,Yes,Graduate,5476,877,1,160.1533966398831,N
Male,Yes,Not Graduate,25062,467,1,18.633788205250976,Y
Female,Yes,Graduate,34653,286,1,8.253253686549504,Y
Male,Yes,Graduate,17069,238,1,13.94340617493702,Y
Male,Yes,Graduate,34926,875,1,25.052969134742025,Y
Male,Yes,Graduate,35082,179,0,5.10233168006385,Y
Male,Yes,Graduate,35344,431,1,12.194431869624264,Y
Male,Yes,Graduate,24879,195,1,7.837935608344387,Y
Male,No,Graduate,45786,775,0,16.92657144105185,Y
Female,Yes,Graduate,24715,479,1,19.38094274731944,Y
Female,Yes,Graduate,22788,357,1,15.666140073723012,Y
Male,Yes,Graduate,10369,367,0,35.393962773652234,N
Male,Yes,Graduate,15728,853,1,54.23448626653103,Y
Male,Yes,Graduate,2595,558,1,215.02890173410404,N
Male,No,Graduate,31859,720,1,22.599579396716784,Y
Female,Yes,Graduate,12802,898,1,70.145289798469,Y
Female,No,Not Graduate,15555,902,1,57.98778527804564,Y
Male,No,Graduate,38655,335,1,8.666407967921355,Y
Male,No,Graduate,16697,952,1,57.01623046056178,Y
Female,Yes,Not Graduate,12488,34,0,2.7226137091607945,N
Male,No,Graduate,8868,383,0,43.18899413622012,N
Female,Yes,Graduate,38855,896,1,23.06009522583966,Y
Male,Yes,Graduate,6920,281,1,40.60693641618497,Y
Female,No,Not Graduate,22960,280,1,12.195121951219512,Y
Male,Yes,Graduate,25593,309,0,12.073613878794983,N
Female,Yes,Graduate,34525,616,1,17.8421433743664,Y
Male,No,Not Graduate,31847,443,0,13.910258423085377,N
Female,Yes,Graduate,40630,729,1,17.942407088358355,Y
Female,No,Graduate,2715,895,0,329.6500920810313,N
Female,Yes,Not Graduate,15173,677,0,44.618730639952545,N
Male,Yes,Graduate,14366,212,1,14.757065293053042,Y
Male,Yes,Graduate,7727,933,1,120.74543807428498,N
Female,Yes,Graduate,14814,271,1,18.293506142837856,Y
Male,No,Not Graduate,15833,158,1,9.97915745594644,Y
Male,No,Not Graduate,26333,99,1,3.7595412600159497,Y
Male,Yes,Not Graduate,33353,567,1,16.999970017689563,Y
Female,Yes,Graduate,19364,122,0,6.300351167114233,N
Male,Yes,Graduate,36113,147,1,4.07055630936228,Y
Female,Yes,Not Graduate,17140,307,1,17.911318553092183,Y
Female,Yes,Not Graduate,14869,288,1,19.369157307149102,Y
Male,Yes,Graduate,27288,608,0,22.280856053943126,N
Female,No,Graduate,1673,818,1,488.9420203227735,N
Male,Yes,Graduate,4449,763,1,171.49921330636099,N
Male,Yes,Graduate,21189,269,1,12.695266411817453,Y
Male,No,Graduate,47174,252,0,5.341925637003434,N
Male,Yes,Not Graduate,36214,966,0,26.674766664825757,N
Female,Yes,Graduate,4862,18,1,3.7021801727684083,Y
Female,Yes,Graduate,42392,880,0,20.75863370447254,Y
Male,No,Graduate,36748,207,1,5.632959616849897,Y
Female,Yes,Graduate,30741,947,1,30.805764288734913,Y
Female,Yes,Not Graduate,41104,348,1,8.46632931101596,Y
Female,Yes,Not Graduate,20503,445,1,21.704140857435497,Y
Female,No,Graduate,11464,710,1,61.933007676203765,Y
Female,No,Not Graduate,25845,591,1,22.867092280905396,Y
Female,Yes,Not Graduate,27667,324,0,11.710702280695413,N
Male,Yes,Not Graduate,27147,558,0,20.554757431760414,Y
Male,Yes,Not Graduate,28471,733,1,25.745495416388607,Y
Male,Yes,Graduate,47460,51,0,1.0745891276864727,Y
Female,No,Not Graduate,45161,21,1,0.4650029893049312,Y
Female,Yes,Graduate,43847,463,0,10.55944534403722,N
Female,No,Graduate,40170,140,1,3.4851879512073687,Y
Male,Yes,Graduate,47199,667,1,14.131655331680756,Y
Male,Yes,Not Graduate,5375,221,1,41.116279069767444,Y
Female,Yes,Graduate,13623,438,0,32.15150847830874,N
Male,Yes,Not Graduate,25005,205,1,8.198360327934413,Y
Female,Yes,Graduate,42403,552,1,13.017946843383722,Y
Male,No,Graduate,25505,124,1,4.861791805528328,Y
Male,No,Graduate,37527,32,0,0.8527193753830575,N
Male,Yes,Graduate,7378,60,1,8.13228517213337,Y
Male,Yes,Graduate,12994,954,1,73.41850084654456,Y
Male,No,Graduate,36722,150,1,4.084744839605686,Y
Female,Yes,Graduate,8654,711,1,82.15853940374393,Y
Male,Yes,Graduate,17892,77,0,4.30359937402191,Y
Female,Yes,Graduate,13610,117,1,8.596620132255694,Y
Male,Yes,Graduate,17818,513,1,28.791110113368504,Y
Male,Yes,Graduate,35562,470,1,13.216354535740397,Y
Male,No,Graduate,18708,952,1,50.887320932221506,Y
Male,No,Graduate,27985,945,0,33.768090048240126,N
Male,Yes,Graduate,5446,781,1,143.4080058758722,Y
Male,Yes,Not Graduate,40348,606,0,15.019331813224943,Y
Male,No,Graduate,18809,460,1,24.45637726620235,Y
Female,Yes,Not Graduate,32602,362,1,11.103613275259187,Y
Female,Yes,Graduate,36406,947,1,26.012195791902435,Y
Female,Yes,Not Graduate,10878,606,0,55.70876999448428,N
Female,No,Not Graduate,44291,583,1,13.16294506784674,Y
Male,Yes,Graduate,31003,239,1,7.70893139373609,Y
Female,Yes,Graduate,21721,56,1,2.578150177247825,Y
Male,Yes,Not Graduate,9525,945,0,99.21259842519684,N
Female,Yes,Graduate,47143,320,0,6.787858218611459,Y
Female,Yes,Not Graduate,37875,448,0,11.828382838283828,N
Male,Yes,Not Graduate,10797,123,1,11.392053348152265,Y
Male,No,Graduate,17216,838,0,48.67565055762082,N
Male,Yes,Graduate,40578,37,1,0.9118241411602346,Y
Male,Yes,Not Graduate,34936,835,0,23.900847263567666,N
Male,Yes,Graduate,38406,148,1,3.8535645472061657,Y
Female,No,Not Graduate,22339,887,1,39.7063431666592,Y
Male,No,Graduate,35965,732,1,20.353121089948562,Y
Male,Yes,Graduate,19631,173,1,8.812592328460088,Y
Male,Yes,Graduate,10957,570,0,52.02153874235648,N
Female,Yes,Graduate,31817,319,0,10.026086683219662,N
Male,Yes,Graduate,48812,186,1,3.8105383921986395,Y
Female,Yes,Graduate,15874,860,1,54.17664104825501,Y
Female,Yes,Not Graduate,23317,409,1,17.54085002358794,Y
Female,Yes,Graduate,33863,404,1,11.930425538198033,Y
Male,Yes,Graduate,27304,178,1,6.519191327278055,Y
Male,Yes,Not Graduate,42249,389,1,9.20731851641459,Y
Male,No,Not Graduate,38206,872,1,22.82364026592682,Y
Male,Yes,Graduate,3385,369,1,109.01033973412112,N
Male,Yes,Graduate,49921,952,1,19.070130806674545,Y
Female,No,Not Graduate,37743,946,1,25.064250324563496,Y
Female,No,Not Graduate,43263,153,1,3.536509257333056,Y
Male,No,Graduate,32734,185,1,5.651616056699456,Y
Female,No,Graduate,42886,864,1,20.14643473394581,Y
Male,No,Graduate,6062,398,1,65.65489937314418,Y
Male,Yes,Graduate,17713,14,0,0.7903799469316322,Y
Male,Yes,Not Graduate,43882,281,1,6.4035367576682924,Y
Male,Yes,Graduate,10481,601,1,57.34185669306364,Y
Male,No,Graduate,4372,801,0,183.2113449222324,N
Male,No,Graduate,39511,142,1,3.593935865961378,Y
Male,Yes,Not Graduate,41856,119,1,2.8430810397553516,Y
Male,Yes,Graduate,8551,922,1,107.8236463571512,Y
Female,Yes,Graduate,42790,753,0,17.597569525590092,N
Male,Yes,Graduate,34495,593,1,17.190897231482822,Y
Male,Yes,Graduate,26244,771,1,29.37814357567444,Y
Female,No,Not Graduate,41597,434,1,10.433444719571122,Y
Male,Yes,Graduate,21252,760,1,35.7613401091662,Y
Male,No,Graduate,10102,378,1,37.41833300336567,Y
Male,Yes,Graduate,14600,251,1,17.19178082191781,Y
Female,Yes,Graduate,25505,731,1,28.661046853558126,Y
Male,No,Graduate,26800,425,1,15.85820895522388,Y
Male,No,Graduate,40376,981,1,24.296611848622945,Y
Female,No,Graduate,39671,355,0,8.948602253535329,N
Female,Yes,Not Graduate,29277,922,1,31.49229770809851,Y
Male,No,Graduate,39148,933,1,23.832635128231328,Y
Female,Yes,Graduate,9992,249,1,24.919935948759008,Y
Male,No,Graduate,2978,800,0,268.63666890530556,N
Male,Yes,Graduate,43744,438,1,10.012801755669349,Y
Female,Yes,Graduate,4239,918,0,216.56050955414014,N
Male,Yes,Graduate,12711,455,0,35.79576744551963,N
Male,Yes,Graduate,34918,746,1,21.364339309238787,Y
Male,No,Graduate,20767,472,1,22.72836712091299,Y
Female,No,Graduate,43877,235,1,5.355881213391982,Y
Male,Yes,Not Graduate,15249,207,0,13.574660633484163,N
Female,Yes,Not Graduate,1087,431,1,396.5041398344066,N
Female,Yes,Graduate,15382,757,0,49.213366272266285,N
Male,No,Not Graduate,29114,609,1,20.917771518856906,Y
Female,No,Not Graduate,19108,691,1,36.162863722001255,Y
Male,No,Graduate,26976,289,1,10.713226571767496,Y
Female,Yes,Graduate,43891,486,1,11.072885101729284,Y
Male,No,Graduate,45668,53,0,1.1605500569326443,N
Female,Yes,Graduate,13665,819,1,59.934138309549944,Y
Male,No,Graduate,23375,989,1,42.31016042780749,Y
Male,Yes,Graduate,27682,412,1,14.883317679358427,Y
Female,No,Not Graduate,47481,20,1,0.42122112002695816,Y
Female,Yes,Graduate,49931,178,0,3.5649195890328653,Y
Female,Yes,Graduate,12152,656,1,53.982883475971036,Y
Male,No,Graduate,36485,615,1,16.85624229135261,Y
Female,Yes,Graduate,19212,789,1,41.06808244846971,Y
Male,Yes,Graduate,901,261,0,289.6781354051054,N
Male,Yes,Not Graduate,957,765,0,799.3730407523511,N
Female,Yes,Graduate,23298,691,1,29.65919821443901,Y
Male,No,Graduate,24672,329,1,13.334954604409857,Y
Male,Yes,Graduate,1617,550,0,340.13605442176873,N
Female,No,Not Graduate,34502,155,0,4.492493188800649,N
Female,No,Graduate,15053,458,1,30.42582873845745,Y
Female,Yes,Graduate,28214,882,1,31.26107606152974,Y
Male,No,Not Graduate,15395,426,1,27.671321857746022,Y
Male,Yes,Graduate,8773,841,1,95.86230479881455,Y
Male,Yes,Graduate,20655,594,0,28.758169934640524,N
